order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status
ORD-20260121-223592,2026-01-21T18:32:29.827975,REST-MUM-002,CUST-10092,delivery,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 197.28, ""subtotal"": 197.28}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 643.04, ""subtotal"": 1286.08}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 313.29, ""subtotal"": 626.58}]",2109.94,wallet,delivered
ORD-20260121-495444,2026-01-21T18:38:26.827975,REST-MUM-002,CUST-10399,delivery,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 331.73, ""subtotal"": 995.19}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 98.56, ""subtotal"": 98.56}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 301.65, ""subtotal"": 301.65}]",1395.4,cash,delivered
ORD-20260121-882127,2026-01-21T18:47:43.827975,REST-BLR-001,CUST-10413,delivery,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 420.32, ""subtotal"": 1260.96}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 122.78, ""subtotal"": 245.56}]",1506.52,cash,delivered
ORD-20260121-329390,2026-01-21T18:48:06.827975,REST-MUM-002,CUST-10967,dine_in,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 383.46, ""subtotal"": 766.92}]",766.92,cash,completed
ORD-20260121-699038,2026-01-21T19:04:51.827975,REST-MUM-001,CUST-10316,takeaway,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 174.1, ""subtotal"": 522.3}]",522.3,card,completed
ORD-20260121-888067,2026-01-21T19:21:46.827975,REST-MUM-001,CUST-10445,takeaway,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 320.32, ""subtotal"": 320.32}]",320.32,wallet,completed
ORD-20260121-635165,2026-01-21T19:29:19.827975,REST-MUM-002,CUST-10170,dine_in,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 443.77, ""subtotal"": 1331.31}]",1331.31,card,completed
ORD-20260121-399511,2026-01-21T19:35:37.827975,REST-BLR-001,CUST-10838,delivery,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 104.13, ""subtotal"": 208.26}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 222.32, ""subtotal"": 444.64}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 152.24, ""subtotal"": 456.72}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 104.4, ""subtotal"": 208.8}]",1318.42,cash,delivered
ORD-20260121-847598,2026-01-21T19:50:21.827975,REST-DEL-002,CUST-10321,takeaway,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 634.22, ""subtotal"": 634.22}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 393.08, ""subtotal"": 786.16}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 188.4, ""subtotal"": 188.4}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 151.71, ""subtotal"": 455.13}]",2063.91,card,completed
ORD-20260121-948951,2026-01-21T19:53:30.827975,REST-DEL-001,CUST-10549,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 552.77, ""subtotal"": 1105.54}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 183.98, ""subtotal"": 551.94}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 177.86, ""subtotal"": 533.58}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 87.24, ""subtotal"": 261.72}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 198.41, ""subtotal"": 198.41}]",2651.19,cash,delivered
ORD-20260121-142741,2026-01-21T20:16:08.827975,REST-MUM-002,CUST-10854,delivery,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 418.28, ""subtotal"": 418.28}]",418.28,wallet,delivered
ORD-20260121-462905,2026-01-21T20:23:52.827975,REST-DEL-001,CUST-10443,dine_in,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 95.72, ""subtotal"": 95.72}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 182.29, ""subtotal"": 364.58}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 87.24, ""subtotal"": 87.24}]",547.54,cash,completed
ORD-20260121-804965,2026-01-21T20:37:13.827975,REST-BLR-001,CUST-10253,takeaway,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 104.4, ""subtotal"": 208.8}]",208.8,wallet,completed
ORD-20260121-308333,2026-01-21T20:54:41.827975,REST-DEL-002,CUST-10608,dine_in,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 234.39, ""subtotal"": 234.39}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 313.57, ""subtotal"": 940.71}]",1175.1,card,completed
ORD-20260121-425935,2026-01-21T21:17:24.827975,REST-DEL-002,CUST-10811,takeaway,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 509.19, ""subtotal"": 509.19}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 393.08, ""subtotal"": 1179.24}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 429.09, ""subtotal"": 429.09}]",2117.52,cash,completed
ORD-20260121-161754,2026-01-21T21:19:25.827975,REST-DEL-001,CUST-10253,dine_in,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 302.31, ""subtotal"": 302.31}]",302.31,cash,completed
ORD-20260121-336572,2026-01-21T21:32:57.827975,REST-MUM-002,CUST-10940,dine_in,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 162.88, ""subtotal"": 325.76}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 245.51, ""subtotal"": 245.51}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 383.46, ""subtotal"": 766.92}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 229.27, ""subtotal"": 229.27}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 101.89, ""subtotal"": 101.89}]",1669.35,card,completed
ORD-20260121-671463,2026-01-21T21:36:37.827975,REST-DEL-001,CUST-10486,delivery,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 475.3, ""subtotal"": 1425.9}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 229.62, ""subtotal"": 688.86}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 225.59, ""subtotal"": 676.77}]",2791.53,wallet,delivered
ORD-20260121-964172,2026-01-21T21:40:08.827975,REST-DEL-001,CUST-10514,delivery,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 87.24, ""subtotal"": 87.24}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 475.3, ""subtotal"": 1425.9}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 229.62, ""subtotal"": 688.86}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 124.94, ""subtotal"": 374.82}]",2576.82,wallet,delivered
ORD-20260121-319633,2026-01-21T21:47:53.827975,REST-MUM-001,CUST-10057,delivery,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 363.66, ""subtotal"": 1090.98}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 199.41, ""subtotal"": 398.82}]",1489.8,card,delivered
ORD-20260121-716082,2026-01-21T22:03:30.827975,REST-DEL-001,CUST-10694,dine_in,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 225.59, ""subtotal"": 451.18}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 320.16, ""subtotal"": 640.32}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 475.3, ""subtotal"": 475.3}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 182.29, ""subtotal"": 546.87}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 60.2, ""subtotal"": 120.4}]",2234.07,card,completed
ORD-20260121-690102,2026-01-21T22:59:06.827975,REST-MUM-002,CUST-10926,delivery,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 347.93, ""subtotal"": 1043.79}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 62.49, ""subtotal"": 62.49}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 464.11, ""subtotal"": 464.11}]",1570.39,wallet,delivered
ORD-20260122-725302,2026-01-22T10:00:38.827975,REST-DEL-002,CUST-10348,takeaway,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 121.12, ""subtotal"": 121.12}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 356.66, ""subtotal"": 356.66}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 234.39, ""subtotal"": 234.39}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 119.03, ""subtotal"": 238.06}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 104.4, ""subtotal"": 208.8}]",1159.03,cash,completed
ORD-20260122-189336,2026-01-22T10:20:37.827975,REST-BLR-001,CUST-10442,dine_in,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 358.94, ""subtotal"": 1076.82}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 507.04, ""subtotal"": 507.04}]",1583.86,cash,completed
ORD-20260122-311132,2026-01-22T11:21:15.827975,REST-BLR-001,CUST-10570,takeaway,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 164.89, ""subtotal"": 494.67}]",494.67,card,completed
ORD-20260122-907874,2026-01-22T11:32:13.827975,REST-BLR-001,CUST-10574,takeaway,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 60.53, ""subtotal"": 121.06}]",121.06,card,completed
ORD-20260122-619207,2026-01-22T11:35:23.827975,REST-DEL-001,CUST-10782,delivery,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 79.06, ""subtotal"": 237.18}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 475.3, ""subtotal"": 1425.9}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 148.45, ""subtotal"": 148.45}]",1811.53,card,delivered
ORD-20260122-164160,2026-01-22T12:21:58.827975,REST-MUM-002,CUST-10488,dine_in,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 443.77, ""subtotal"": 1331.31}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 520.05, ""subtotal"": 1040.1}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 62.49, ""subtotal"": 187.47}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 86.79, ""subtotal"": 173.58}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 182.33, ""subtotal"": 364.66}]",3097.12,cash,completed
ORD-20260122-460518,2026-01-22T12:26:13.827975,REST-DEL-001,CUST-10585,takeaway,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 475.3, ""subtotal"": 950.6}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 348.17, ""subtotal"": 1044.51}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 635.11, ""subtotal"": 1905.33}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 198.41, ""subtotal"": 198.41}]",4098.85,card,completed
ORD-20260122-226077,2026-01-22T12:29:30.827975,REST-DEL-001,CUST-10903,takeaway,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 123.34, ""subtotal"": 123.34}]",123.34,card,completed
ORD-20260122-947095,2026-01-22T13:19:33.827975,REST-DEL-002,CUST-10642,dine_in,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 205.56, ""subtotal"": 616.68}]",616.68,wallet,completed
ORD-20260122-581977,2026-01-22T13:44:36.827975,REST-MUM-001,CUST-10429,dine_in,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 62.73, ""subtotal"": 125.46}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 412.2, ""subtotal"": 1236.6}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 495.73, ""subtotal"": 495.73}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 668.72, ""subtotal"": 2006.16}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 177.01, ""subtotal"": 177.01}]",4040.96,card,completed
ORD-20260122-869372,2026-01-22T13:45:05.827975,REST-BLR-001,CUST-10713,takeaway,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 206.36, ""subtotal"": 206.36}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 180.02, ""subtotal"": 360.04}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 185.76, ""subtotal"": 185.76}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 104.13, ""subtotal"": 208.26}]",960.42,wallet,completed
ORD-20260122-664020,2026-01-22T13:58:49.827975,REST-MUM-001,CUST-10674,dine_in,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 116.7, ""subtotal"": 116.7}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 62.73, ""subtotal"": 62.73}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 529.84, ""subtotal"": 1059.68}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 187.06, ""subtotal"": 561.18}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 495.73, ""subtotal"": 991.46}]",2791.75,card,completed
ORD-20260122-572433,2026-01-22T13:59:48.827975,REST-DEL-001,CUST-10102,takeaway,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 173.74, ""subtotal"": 347.48}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 635.11, ""subtotal"": 635.11}]",982.59,card,completed
ORD-20260122-814290,2026-01-22T14:07:25.827975,REST-MUM-001,CUST-10936,delivery,"[{""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 183.48, ""subtotal"": 183.48}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 320.32, ""subtotal"": 960.96}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 124.3, ""subtotal"": 248.6}]",1393.04,wallet,delivered
ORD-20260122-334234,2026-01-22T14:37:14.827975,REST-MUM-002,CUST-10093,dine_in,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 245.51, ""subtotal"": 491.02}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 643.04, ""subtotal"": 1286.08}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 464.11, ""subtotal"": 928.22}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 115.77, ""subtotal"": 347.31}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 116.6, ""subtotal"": 116.6}]",3169.23,wallet,completed
ORD-20260122-388607,2026-01-22T14:42:47.827975,REST-MUM-001,CUST-10806,takeaway,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 124.3, ""subtotal"": 124.3}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 151.17, ""subtotal"": 151.17}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 177.01, ""subtotal"": 354.02}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 456.63, ""subtotal"": 1369.89}]",1999.38,wallet,completed
ORD-20260122-255344,2026-01-22T15:42:51.827975,REST-DEL-002,CUST-10617,dine_in,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 634.22, ""subtotal"": 634.22}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 188.4, ""subtotal"": 565.2}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 429.09, ""subtotal"": 1287.27}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 169.83, ""subtotal"": 339.66}]",2826.35,cash,completed
ORD-20260122-503123,2026-01-22T16:22:27.827975,REST-DEL-001,CUST-10738,delivery,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 79.06, ""subtotal"": 158.12}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 635.11, ""subtotal"": 635.11}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 432.51, ""subtotal"": 1297.53}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 348.17, ""subtotal"": 696.34}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 183.98, ""subtotal"": 183.98}]",2971.08,cash,delivered
ORD-20260122-786152,2026-01-22T16:54:46.827975,REST-DEL-001,CUST-10498,dine_in,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 475.3, ""subtotal"": 1425.9}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 229.62, ""subtotal"": 229.62}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 302.31, ""subtotal"": 604.62}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 635.11, ""subtotal"": 635.11}]",2895.25,cash,completed
ORD-20260122-349936,2026-01-22T17:00:36.827975,REST-DEL-002,CUST-10802,delivery,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 383.26, ""subtotal"": 766.52}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 77.9, ""subtotal"": 233.7}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 356.66, ""subtotal"": 713.32}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 561.26, ""subtotal"": 1122.52}]",2836.06,wallet,delivered
ORD-20260122-180493,2026-01-22T17:09:56.827975,REST-DEL-001,CUST-10193,delivery,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 79.06, ""subtotal"": 237.18}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 497.46, ""subtotal"": 497.46}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 124.94, ""subtotal"": 374.82}]",1109.46,cash,delivered
ORD-20260122-337017,2026-01-22T17:24:01.827975,REST-MUM-001,CUST-10681,delivery,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 97.12, ""subtotal"": 291.36}]",291.36,card,delivered
ORD-20260122-747200,2026-01-22T18:09:22.827975,REST-MUM-001,CUST-10667,takeaway,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 97.12, ""subtotal"": 194.24}]",194.24,cash,completed
