review_id,order_id,customer_id,restaurant_id,review_text,rating,review_timestamp
REV-000212,ORD-20251224-442755,CUST-10697,REST-MUM-001,Best Indian food in UAE! Fish Curry  Chicken Biryani  Samosa (2 pcs)  and Gajar Halwa were incredible. Samosa (2 pcs) had the perfect balance of spices. Five stars!,5,2025-12-31T11:06:55.930309
REV-000283,ORD-20251228-763853,CUST-10047,REST-DEL-001,Really good Malai Kofta  Sweet Lassi  Vegetable Biryani  Gajar Halwa  and Tandoori Roti! The Gajar Halwa was delicious. Slight delay in delivery but food quality made up for it.,4,2025-12-31T12:32:04.930309
REV-000265,ORD-20251227-499455,CUST-10257,REST-DEL-001,Enjoyed the Masala Chai  Lamb Rogan Josh  and Chicken Seekh Kebab! Chicken Seekh Kebab was very good. Portion sizes were generous. Recommend!,4,2025-12-31T13:34:18.930309
REV-000285,ORD-20251228-758216,CUST-10098,REST-DEL-001,Exceptional quality! Ordered Tandoori Roti and everything was delicious. The Tandoori Roti melted in my mouth. Perfect!,5,2025-12-31T14:21:28.930309
REV-000251,ORD-20251226-704300,CUST-10249,REST-MUM-001,Perfect in every way! Sweet Lassi were all excellent. Sweet Lassi stood out with its rich  authentic taste.,5,2025-12-31T14:54:45.930309
REV-000287,ORD-20251228-375998,CUST-10080,REST-DEL-001,Absolutely amazing Sweet Lassi  Mango Lassi  Masala Chai  and Garlic Naan! The Garlic Naan was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2025-12-31T15:41:42.930309
REV-000291,ORD-20251228-596080,CUST-10559,REST-BLR-001,Wow! Just wow! Aloo Tikki Chaat  Sweet Lassi  and Gulab Jamun (2 pcs) were all fantastic. Gulab Jamun (2 pcs) was particularly memorable. Can't wait to order again!,5,2025-12-31T17:11:14.930309
REV-000256,ORD-20251226-904950,CUST-10315,REST-BLR-001,Perfect in every way! Gajar Halwa were all excellent. Gajar Halwa stood out with its rich  authentic taste.,5,2025-12-31T17:58:33.930309
REV-000237,ORD-20251225-746325,CUST-10348,REST-BLR-001,Perfect in every way! Tandoori Roti  Mango Lassi  Gajar Halwa  Chicken Tikka Masala  and Rasmalai (2 pcs) were all excellent. Mango Lassi stood out with its rich  authentic taste.,5,2025-12-31T18:37:35.930309
REV-000314,ORD-20251229-628471,CUST-10180,REST-DEL-001,Really good Gulab Jamun (2 pcs)  Mango Lassi  Malai Kofta  Chole Bhature  and Gajar Halwa! The Mango Lassi was delicious. Slight delay in delivery but food quality made up for it.,4,2025-12-31T18:40:56.930309
REV-000295,ORD-20251228-940605,CUST-10607,REST-MUM-002,Average experience. Garlic Naan  Fish Curry  Rasmalai (2 pcs)  Naan  and Paneer Tikka were fine but Fish Curry was a bit bland. Room for improvement.,3,2025-12-31T18:42:14.930309
REV-000315,ORD-20251229-784297,CUST-10803,REST-BLR-001,Outstanding experience! The Chicken Seekh Kebab  Butter Naan  and Paneer Butter Masala exceeded all expectations. Paneer Butter Masala was the star of the meal. Will definitely order again!,5,2025-12-31T19:42:32.930309
REV-000297,ORD-20251228-512466,CUST-10078,REST-MUM-002,Perfect in every way! Garlic Naan  Chole Bhature  Butter Chicken  and Tandoori Roti were all excellent. Tandoori Roti stood out with its rich  authentic taste.,5,2025-12-31T20:04:18.930309
REV-000298,ORD-20251228-816448,CUST-10609,REST-MUM-002,Perfect in every way! Butter Chicken  Fresh Lime Soda  Sweet Lassi  and Kulfi were all excellent. Fresh Lime Soda stood out with its rich  authentic taste.,5,2025-12-31T20:13:05.930309
REV-000225,ORD-20251224-380091,CUST-10712,REST-DEL-001,It was okay. Aloo Tikki Chaat and Chicken Biryani arrived lukewarm. Chicken Biryani tasted fine but could be better.,3,2025-12-31T20:30:54.930309
REV-000260,ORD-20251226-384079,CUST-10512,REST-MUM-001,Outstanding experience! The Mango Lassi  Sweet Lassi  Rasmalai (2 pcs)  Samosa (2 pcs)  and Paneer Tikka exceeded all expectations. Mango Lassi was the star of the meal. Will definitely order again!,5,2025-12-31T22:03:15.930309
REV-000301,ORD-20251228-280045,CUST-10753,REST-BLR-001,Absolutely amazing Chicken Seekh Kebab! The Chicken Seekh Kebab was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2025-12-31T22:13:23.930309
REV-000227,ORD-20251224-232507,CUST-10922,REST-DEL-001,Terrible experience! Chicken 65  Masala Chai  Naan  and Rasmalai (2 pcs) were all inedible. Naan was completely burnt. Waste of money!,1,2025-12-31T22:24:19.930309
REV-000241,ORD-20251225-464281,CUST-10471,REST-MUM-001,Absolutely amazing Sweet Lassi  Aloo Tikki Chaat  Tandoori Roti  Paneer Butter Masala  and Butter Chicken! The Tandoori Roti was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2025-12-31T22:36:46.930309
REV-000245,ORD-20251226-190476,CUST-10550,REST-BLR-001,Mixed feelings. Fish Curry  Butter Chicken  and Naan were acceptable. Naan was decent but portion was small for the price.,3,2026-01-01T11:49:17.930309
REV-000302,ORD-20251229-455034,CUST-10770,REST-MUM-002,It was okay. Aloo Tikki Chaat  Paneer Butter Masala  Kulfi  and Chole Bhature arrived lukewarm. Kulfi tasted fine but could be better.,3,2026-01-01T12:25:59.930309
REV-000248,ORD-20251226-259735,CUST-10773,REST-MUM-002,Poor experience. Paneer Butter Masala  Butter Naan  Fish Curry  Vegetable Biryani  and Malai Kofta were disappointing. Malai Kofta was burnt on the edges. Very unhappy.,2,2026-01-01T13:17:32.930309
REV-000306,ORD-20251229-604116,CUST-10174,REST-MUM-001,Hands down the best Gajar Halwa I've ever had! Gajar Halwa and Kulfi were all prepared beautifully. Fresh and flavorful!,5,2026-01-01T13:35:33.930309
REV-000236,ORD-20251225-285031,CUST-10671,REST-MUM-001,Perfect in every way! Vegetable Biryani  Butter Chicken  and Masala Chai were all excellent. Masala Chai stood out with its rich  authentic taste.,5,2026-01-01T16:48:47.930309
REV-000268,ORD-20251227-938394,CUST-10253,REST-MUM-002,Disappointed with Butter Chicken  Gajar Halwa  Gulab Jamun (2 pcs)  and Aloo Tikki Chaat. Butter Chicken was cold when it arrived. Not worth the money.,2,2026-01-01T17:59:16.930309
REV-000312,ORD-20251229-263224,CUST-10275,REST-MUM-001,Not bad  not great. Butter Chicken  Masala Chai  and Lamb Rogan Josh were edible. Masala Chai needed more seasoning.,3,2026-01-01T18:02:26.930309
REV-000296,ORD-20251228-342935,CUST-10872,REST-BLR-001,Incredible meal! Aloo Tikki Chaat  Kulfi  Butter Naan  and Malai Kofta arrived hot and fresh. The Kulfi was absolutely divine. Highly satisfied!,5,2026-01-01T18:55:29.930309
REV-000327,ORD-20251230-873413,CUST-10695,REST-MUM-002,Hands down the best Garlic Naan I've ever had! Chicken 65  Paneer Tikka  Rasmalai (2 pcs)  Chicken Biryani  and Garlic Naan were all prepared beautifully. Fresh and flavorful!,5,2026-01-01T18:57:10.930309
REV-000238,ORD-20251225-930280,CUST-10296,REST-BLR-001,Perfect in every way! Sweet Lassi  Aloo Tikki Chaat  Malai Kofta  and Chicken Biryani were all excellent. Malai Kofta stood out with its rich  authentic taste.,5,2026-01-01T19:01:16.930309
REV-000272,ORD-20251227-113689,CUST-10221,REST-BLR-001,Mixed feelings. Chicken 65 and Gajar Halwa were acceptable. Chicken 65 was decent but portion was small for the price.,3,2026-01-01T20:41:59.930309
REV-000274,ORD-20251227-823175,CUST-10486,REST-MUM-002,Disaster! Jeera Rice  Masala Chai  and Tandoori Roti were all stale. Jeera Rice had a weird smell. Completely unacceptable!,1,2026-01-01T21:04:30.930309
REV-000261,ORD-20251226-709232,CUST-10846,REST-MUM-001,Average experience. Gulab Jamun (2 pcs)  Lamb Rogan Josh  Samosa (2 pcs)  Jeera Rice  and Tandoori Roti were fine but Samosa (2 pcs) was a bit bland. Room for improvement.,3,2026-01-01T22:19:29.930309
REV-000329,ORD-20251230-504534,CUST-10710,REST-DEL-002,Best Indian food in UAE! Vegetable Biryani were incredible. Vegetable Biryani had the perfect balance of spices. Five stars!,5,2026-01-01T22:34:21.930309
REV-000332,ORD-20251231-299848,CUST-10108,REST-DEL-001,Good quality food. Gulab Jamun (2 pcs) were nicely done. Gulab Jamun (2 pcs) could have been slightly spicier but still good!,4,2026-01-02T10:43:41.930309
REV-000280,ORD-20251228-754203,CUST-10872,REST-MUM-001,It was okay. Fish Curry  Butter Chicken  and Samosa (2 pcs) arrived lukewarm. Samosa (2 pcs) tasted fine but could be better.,3,2026-01-02T11:57:36.930309
REV-000264,ORD-20251227-967703,CUST-10476,REST-BLR-001,Really good Paneer Butter Masala  Tandoori Roti  and Chicken Tikka Masala! The Chicken Tikka Masala was delicious. Slight delay in delivery but food quality made up for it.,4,2026-01-02T11:58:18.930309
REV-000304,ORD-20251229-581054,CUST-10547,REST-DEL-002,Absolutely horrible! Jeera Rice  Palak Paneer  Dal Makhani  and Butter Naan arrived ice cold after 2 hour delay. Palak Paneer was spoiled. Disgusting!,1,2026-01-02T13:10:12.930309
REV-000305,ORD-20251229-950383,CUST-10823,REST-BLR-001,Mixed feelings. Chicken Seekh Kebab and Aloo Tikki Chaat were acceptable. Chicken Seekh Kebab was decent but portion was small for the price.,3,2026-01-02T13:13:51.930309
REV-000247,ORD-20251226-261389,CUST-10677,REST-MUM-002,Perfect in every way! Aloo Tikki Chaat  Chicken Tikka Masala  Paneer Tikka  and Lamb Rogan Josh were all excellent. Aloo Tikki Chaat stood out with its rich  authentic taste.,5,2026-01-02T13:17:19.930309
REV-000249,ORD-20251226-206205,CUST-10965,REST-MUM-001,Absolutely amazing Gajar Halwa  Chicken Tikka Masala  Naan  Samosa (2 pcs)  and Dal Makhani! The Naan was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2026-01-02T13:47:24.930309
REV-000307,ORD-20251229-919254,CUST-10903,REST-BLR-001,Hands down the best Naan I've ever had! Garlic Naan  Kulfi  Naan  Sweet Lassi  and Masala Chai were all prepared beautifully. Fresh and flavorful!,5,2026-01-02T14:12:42.930309
REV-000323,ORD-20251230-676179,CUST-10506,REST-BLR-001,Best Indian food in UAE! Dal Makhani  Chicken Tikka Masala  and Naan were incredible. Dal Makhani had the perfect balance of spices. Five stars!,5,2026-01-02T14:32:15.930309
REV-000324,ORD-20251230-901135,CUST-10498,REST-DEL-001,Exceptional quality! Ordered Chole Bhature  Lamb Rogan Josh  and Vegetable Biryani and everything was delicious. The Vegetable Biryani melted in my mouth. Perfect!,5,2026-01-02T15:22:35.930309
REV-000252,ORD-20251226-690285,CUST-10273,REST-DEL-001,Decent food but nothing special. Palak Paneer and Gulab Jamun (2 pcs) were okay. Gulab Jamun (2 pcs) lacked the punch I expected.,3,2026-01-02T15:30:28.930309
REV-000290,ORD-20251228-509613,CUST-10374,REST-MUM-001,Wow! Just wow! Paneer Tikka and Fish Curry were all fantastic. Fish Curry was particularly memorable. Can't wait to order again!,5,2026-01-02T17:04:33.930309
REV-000311,ORD-20251229-421973,CUST-10214,REST-BLR-001,Average experience. Vegetable Biryani and Naan were fine but Vegetable Biryani was a bit bland. Room for improvement.,3,2026-01-02T17:38:31.930309
REV-000351,ORD-20260101-308129,CUST-10280,REST-MUM-001,Hands down the best Chicken Biryani I've ever had! Chicken Biryani were all prepared beautifully. Fresh and flavorful!,5,2026-01-02T18:01:13.930309
REV-000313,ORD-20251229-233265,CUST-10076,REST-DEL-002,Incredible meal! Lamb Rogan Josh  Gajar Halwa  Dal Makhani  Paneer Tikka  and Chole Bhature arrived hot and fresh. The Paneer Tikka was absolutely divine. Highly satisfied!,5,2026-01-02T18:22:26.930309
REV-000354,ORD-20260101-473578,CUST-10629,REST-BLR-001,Incredible meal! Butter Naan  Aloo Tikki Chaat  Vegetable Biryani  Paneer Butter Masala  and Samosa (2 pcs) arrived hot and fresh. The Paneer Butter Masala was absolutely divine. Highly satisfied!,5,2026-01-02T18:53:35.930309
REV-000356,ORD-20260101-175173,CUST-10429,REST-BLR-001,Incredible meal! Butter Naan and Dal Makhani arrived hot and fresh. The Dal Makhani was absolutely divine. Highly satisfied!,5,2026-01-02T18:59:48.930309
REV-000357,ORD-20260101-298001,CUST-10939,REST-MUM-002,Incredible meal! Garlic Naan  Aloo Tikki Chaat  Chole Bhature  Chicken Tikka Masala  and Naan arrived hot and fresh. The Chole Bhature was absolutely divine. Highly satisfied!,5,2026-01-02T21:00:06.930309
REV-000299,ORD-20251228-998988,CUST-10065,REST-MUM-001,Solid experience. Chicken Tikka Masala  Gulab Jamun (2 pcs)  and Malai Kofta were well-prepared. Gulab Jamun (2 pcs) had great flavor. Minor issues with packaging.,4,2026-01-02T22:04:13.930309
REV-000360,ORD-20260101-505089,CUST-10768,REST-DEL-002,Perfect in every way! Aloo Tikki Chaat  Tandoori Roti  Sweet Lassi  and Malai Kofta were all excellent. Tandoori Roti stood out with its rich  authentic taste.,5,2026-01-02T22:14:32.930309
REV-000277,ORD-20251227-693833,CUST-10458,REST-DEL-002,Really good Paneer Tikka  Lamb Rogan Josh  Fish Curry  Gulab Jamun (2 pcs)  and Dal Makhani! The Gulab Jamun (2 pcs) was delicious. Slight delay in delivery but food quality made up for it.,4,2026-01-02T22:32:53.930309
REV-000262,ORD-20251226-283192,CUST-10191,REST-BLR-001,Hands down the best Fresh Lime Soda I've ever had! Fresh Lime Soda were all prepared beautifully. Fresh and flavorful!,5,2026-01-02T22:46:21.930309
REV-000362,ORD-20260102-243200,CUST-10862,REST-DEL-001,Best Indian food in UAE! Gajar Halwa  Sweet Lassi  Chole Bhature  and Fresh Lime Soda were incredible. Sweet Lassi had the perfect balance of spices. Five stars!,5,2026-01-03T10:00:41.930309
REV-000279,ORD-20251228-243664,CUST-10708,REST-DEL-001,Wow! Just wow! Vegetable Biryani  Aloo Tikki Chaat  Dal Makhani  Chicken Biryani  and Paneer Tikka were all fantastic. Chicken Biryani was particularly memorable. Can't wait to order again!,5,2026-01-03T11:15:30.930309
REV-000365,ORD-20260102-138155,CUST-10686,REST-BLR-001,Enjoyed the Naan and Dal Makhani! Dal Makhani was very good. Portion sizes were generous. Recommend!,4,2026-01-03T11:18:18.930309
REV-000303,ORD-20251229-181168,CUST-10868,REST-MUM-002,Decent food but nothing special. Paneer Tikka and Palak Paneer were okay. Paneer Tikka lacked the punch I expected.,3,2026-01-03T12:56:54.930309
REV-000322,ORD-20251230-869423,CUST-10973,REST-BLR-001,Wow! Just wow! Lamb Rogan Josh  Butter Naan  and Vegetable Biryani were all fantastic. Lamb Rogan Josh was particularly memorable. Can't wait to order again!,5,2026-01-03T13:28:16.930309
REV-000284,ORD-20251228-338963,CUST-10869,REST-MUM-001,Not bad  not great. Malai Kofta were edible. Malai Kofta needed more seasoning.,3,2026-01-03T13:35:04.930309
REV-000336,ORD-20251231-545597,CUST-10265,REST-DEL-002,Pleasant meal! Gajar Halwa  Garlic Naan  Vegetable Biryani  Samosa (2 pcs)  and Butter Chicken arrived warm. Garlic Naan was tasty though not exceptional. Would order again.,4,2026-01-03T14:52:56.930309
REV-000337,ORD-20251231-104167,CUST-10134,REST-DEL-001,Very satisfied! Vegetable Biryani were fresh and flavorful. Vegetable Biryani was the standout dish.,4,2026-01-03T15:09:16.930309
REV-000286,ORD-20251228-519614,CUST-10284,REST-DEL-002,Average experience. Paneer Tikka were fine but Paneer Tikka was a bit bland. Room for improvement.,3,2026-01-03T15:27:41.930309
REV-000325,ORD-20251230-423444,CUST-10966,REST-MUM-001,Mediocre. Lamb Rogan Josh and Samosa (2 pcs) were fine but forgettable. Samosa (2 pcs) didn't stand out.,3,2026-01-03T16:27:07.930309
REV-000267,ORD-20251227-448424,CUST-10527,REST-MUM-001,Outstanding experience! The Jeera Rice  Butter Chicken  and Chicken 65 exceeded all expectations. Chicken 65 was the star of the meal. Will definitely order again!,5,2026-01-03T17:46:57.930309
REV-000371,ORD-20260102-938206,CUST-10973,REST-MUM-002,Really good Malai Kofta  Chicken Tikka Masala  and Chole Bhature! The Chole Bhature was delicious. Slight delay in delivery but food quality made up for it.,4,2026-01-03T17:58:26.930309
REV-000326,ORD-20251230-907635,CUST-10339,REST-MUM-002,Outstanding experience! The Gajar Halwa exceeded all expectations. Gajar Halwa was the star of the meal. Will definitely order again!,5,2026-01-03T18:00:11.930309
REV-000340,ORD-20251231-113287,CUST-10051,REST-MUM-001,Perfect in every way! Masala Chai and Chicken Biryani were all excellent. Masala Chai stood out with its rich  authentic taste.,5,2026-01-03T19:18:38.930309
REV-000271,ORD-20251227-325328,CUST-10982,REST-BLR-001,Worst food ever! Chole Bhature  Jeera Rice  Naan  and Chicken 65 were all wrong. Chicken 65 made me sick. Never ordering again!,1,2026-01-03T20:22:50.930309
REV-000358,ORD-20260101-824994,CUST-10080,REST-DEL-001,Best Indian food in UAE! Gulab Jamun (2 pcs) and Jeera Rice were incredible. Gulab Jamun (2 pcs) had the perfect balance of spices. Five stars!,5,2026-01-03T21:17:25.930309
REV-000281,ORD-20251228-267170,CUST-10520,REST-DEL-002,Very satisfied! Rasmalai (2 pcs) were fresh and flavorful. Rasmalai (2 pcs) was the standout dish.,4,2026-01-04T12:02:03.930309
REV-000381,ORD-20260103-824920,CUST-10067,REST-MUM-001,Good quality food. Dal Makhani were nicely done. Dal Makhani could have been slightly spicier but still good!,4,2026-01-04T12:09:30.930309
REV-000282,ORD-20251228-613960,CUST-10538,REST-DEL-002,Outstanding experience! The Paneer Tikka exceeded all expectations. Paneer Tikka was the star of the meal. Will definitely order again!,5,2026-01-04T12:19:48.930309
REV-000386,ORD-20260103-480757,CUST-10292,REST-MUM-001,Exceptional quality! Ordered Butter Chicken and Chicken Seekh Kebab and everything was delicious. The Chicken Seekh Kebab melted in my mouth. Perfect!,5,2026-01-04T14:17:22.930309
REV-000348,ORD-20260101-109478,CUST-10920,REST-DEL-001,Enjoyed the Gulab Jamun (2 pcs)  Palak Paneer  and Chicken Seekh Kebab! Gulab Jamun (2 pcs) was very good. Portion sizes were generous. Recommend!,4,2026-01-04T15:07:11.930309
REV-000349,ORD-20260101-821369,CUST-10766,REST-MUM-001,Solid experience. Butter Chicken  Garlic Naan  Aloo Tikki Chaat  Samosa (2 pcs)  and Fresh Lime Soda were well-prepared. Garlic Naan had great flavor. Minor issues with packaging.,4,2026-01-04T15:29:57.930309
REV-000388,ORD-20260103-465381,CUST-10860,REST-DEL-001,Terrible experience! Paneer Butter Masala were all inedible. Paneer Butter Masala was completely burnt. Waste of money!,1,2026-01-04T15:44:15.930309
REV-000289,ORD-20251228-264082,CUST-10123,REST-BLR-001,Enjoyed the Malai Kofta  Sweet Lassi  and Tandoori Roti! Sweet Lassi was very good. Portion sizes were generous. Recommend!,4,2026-01-04T16:41:44.930309
REV-000339,ORD-20251231-120215,CUST-10949,REST-MUM-002,Absolutely amazing Jeera Rice  Paneer Tikka  Fish Curry  Chicken Tikka Masala  and Gulab Jamun (2 pcs)! The Jeera Rice was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2026-01-04T17:07:12.930309
REV-000294,ORD-20251228-412023,CUST-10044,REST-MUM-002,Very satisfied! Aloo Tikki Chaat and Jeera Rice were fresh and flavorful. Jeera Rice was the standout dish.,4,2026-01-04T17:59:47.930309
REV-000392,ORD-20260103-852672,CUST-10484,REST-MUM-002,Mediocre. Aloo Tikki Chaat and Gulab Jamun (2 pcs) were fine but forgettable. Gulab Jamun (2 pcs) didn't stand out.,3,2026-01-04T18:24:02.930309
REV-000373,ORD-20260102-849614,CUST-10229,REST-DEL-002,Not good. Palak Paneer  Dal Makhani  Mango Lassi  Chicken Biryani  and Tandoori Roti arrived late and cold. Dal Makhani had barely any flavor. Poor quality.,2,2026-01-04T18:39:13.930309
REV-000393,ORD-20260103-771678,CUST-10812,REST-MUM-001,Hands down the best Kulfi I've ever had! Kulfi  Chicken 65  and Lamb Rogan Josh were all prepared beautifully. Fresh and flavorful!,5,2026-01-04T19:57:51.930309
REV-000374,ORD-20260102-881443,CUST-10182,REST-MUM-002,Great food overall. Butter Chicken  Vegetable Biryani  and Palak Paneer were tasty  especially the Vegetable Biryani. Would order again!,4,2026-01-04T20:11:40.930309
REV-000343,ORD-20251231-902735,CUST-10241,REST-MUM-001,Really good Chicken Tikka Masala and Mango Lassi! The Mango Lassi was delicious. Slight delay in delivery but food quality made up for it.,4,2026-01-04T20:30:10.930309
REV-000317,ORD-20251229-105669,CUST-10949,REST-BLR-001,Perfect in every way! Sweet Lassi  Chicken Biryani  Aloo Tikki Chaat  and Lamb Rogan Josh were all excellent. Lamb Rogan Josh stood out with its rich  authentic taste.,5,2026-01-04T21:26:23.930309
REV-000300,ORD-20251228-478710,CUST-10555,REST-DEL-001,Incredible meal! Palak Paneer and Kulfi arrived hot and fresh. The Kulfi was absolutely divine. Highly satisfied!,5,2026-01-04T22:11:07.930309
REV-000319,ORD-20251229-628274,CUST-10266,REST-MUM-001,Appalling quality! Gulab Jamun (2 pcs)  Jeera Rice  and Dal Makhani were swimming in oil. Jeera Rice was raw inside. Health hazard!,1,2026-01-04T22:24:21.930309
REV-000376,ORD-20260102-472879,CUST-10927,REST-DEL-001,Incredible meal! Chicken Seekh Kebab  Fish Curry  Kulfi  Naan  and Butter Chicken arrived hot and fresh. The Kulfi was absolutely divine. Highly satisfied!,5,2026-01-04T22:33:48.930309
REV-000361,ORD-20260101-962457,CUST-10041,REST-DEL-002,Pleasant meal! Lamb Rogan Josh  Chicken Seekh Kebab  Samosa (2 pcs)  Mango Lassi  and Paneer Tikka arrived warm. Chicken Seekh Kebab was tasty though not exceptional. Would order again.,4,2026-01-04T22:58:29.930309
REV-000331,ORD-20251231-250215,CUST-10037,REST-DEL-002,Great food overall. Naan  Chole Bhature  Fresh Lime Soda  and Samosa (2 pcs) were tasty  especially the Naan. Would order again!,4,2026-01-05T10:21:18.930309
REV-000395,ORD-20260104-475798,CUST-10503,REST-MUM-001,Solid experience. Chicken Tikka Masala and Gulab Jamun (2 pcs) were well-prepared. Chicken Tikka Masala had great flavor. Minor issues with packaging.,4,2026-01-05T10:31:40.930309
REV-000399,ORD-20260104-438243,CUST-10508,REST-MUM-002,Pleasant meal! Masala Chai  Tandoori Roti  Chicken 65  Fish Curry  and Vegetable Biryani arrived warm. Masala Chai was tasty though not exceptional. Would order again.,4,2026-01-05T12:56:26.930309
REV-000385,ORD-20260103-539189,CUST-10368,REST-MUM-002,Wow! Just wow! Vegetable Biryani were all fantastic. Vegetable Biryani was particularly memorable. Can't wait to order again!,5,2026-01-05T13:57:22.930309
REV-000334,ORD-20251231-150814,CUST-10873,REST-MUM-002,Absolutely amazing Butter Chicken  Vegetable Biryani  Naan  Chicken Tikka Masala  and Mango Lassi! The Mango Lassi was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2026-01-05T14:16:16.930309
REV-000367,ORD-20260102-521285,CUST-10633,REST-BLR-001,Exceptional quality! Ordered Masala Chai  Gajar Halwa  Chicken Seekh Kebab  and Mango Lassi and everything was delicious. The Gajar Halwa melted in my mouth. Perfect!,5,2026-01-05T14:44:14.930309
REV-000369,ORD-20260102-927254,CUST-10775,REST-MUM-001,Decent food but nothing special. Paneer Tikka were okay. Paneer Tikka lacked the punch I expected.,3,2026-01-05T15:51:06.930309
REV-000308,ORD-20251229-426906,CUST-10912,REST-BLR-001,Decent food but nothing special. Fish Curry were okay. Fish Curry lacked the punch I expected.,3,2026-01-05T15:55:10.930309
REV-000309,ORD-20251229-394872,CUST-10644,REST-DEL-002,Outstanding experience! The Butter Chicken  Fresh Lime Soda  Gajar Halwa  Garlic Naan  and Lamb Rogan Josh exceeded all expectations. Butter Chicken was the star of the meal. Will definitely order again!,5,2026-01-05T16:05:22.930309
REV-000310,ORD-20251229-624645,CUST-10267,REST-MUM-002,Very satisfied! Jeera Rice were fresh and flavorful. Jeera Rice was the standout dish.,4,2026-01-05T16:05:47.930309
REV-000352,ORD-20260101-664893,CUST-10962,REST-MUM-001,Incredible meal! Naan  Butter Naan  and Kulfi arrived hot and fresh. The Butter Naan was absolutely divine. Highly satisfied!,5,2026-01-05T18:33:46.930309
REV-000341,ORD-20251231-897255,CUST-10615,REST-MUM-002,Disappointed with Vegetable Biryani  Tandoori Roti  Dal Makhani  and Malai Kofta. Vegetable Biryani was cold when it arrived. Not worth the money.,2,2026-01-05T19:29:09.930309
REV-000375,ORD-20260102-975191,CUST-10677,REST-MUM-001,Pleasant meal! Gajar Halwa  Vegetable Biryani  Gulab Jamun (2 pcs)  Chicken Seekh Kebab  and Fish Curry arrived warm. Chicken Seekh Kebab was tasty though not exceptional. Would order again.,4,2026-01-05T20:11:54.930309
REV-000318,ORD-20251229-101951,CUST-10212,REST-MUM-001,Absolutely amazing Lamb Rogan Josh! The Lamb Rogan Josh was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2026-01-05T21:27:24.930309
REV-000328,ORD-20251230-157564,CUST-10137,REST-MUM-001,Mediocre. Chole Bhature  Masala Chai  and Chicken Tikka Masala were fine but forgettable. Chole Bhature didn't stand out.,3,2026-01-05T22:15:41.930309
REV-000330,ORD-20251230-415220,CUST-10792,REST-DEL-001,Really good Tandoori Roti and Gajar Halwa! The Gajar Halwa was delicious. Slight delay in delivery but food quality made up for it.,4,2026-01-05T22:49:25.930309
REV-000320,ORD-20251230-415592,CUST-10672,REST-MUM-001,Incredible meal! Fish Curry  Fresh Lime Soda  Mango Lassi  Paneer Tikka  and Masala Chai arrived hot and fresh. The Fresh Lime Soda was absolutely divine. Highly satisfied!,5,2026-01-06T10:05:01.930309
REV-000363,ORD-20260102-828734,CUST-10779,REST-DEL-002,Absolutely amazing Paneer Tikka  Fresh Lime Soda  Sweet Lassi  and Chicken Tikka Masala! The Sweet Lassi was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2026-01-06T10:19:00.930309
REV-000378,ORD-20260103-342582,CUST-10790,REST-BLR-001,Wow! Just wow! Butter Chicken and Fresh Lime Soda were all fantastic. Fresh Lime Soda was particularly memorable. Can't wait to order again!,5,2026-01-06T11:24:03.930309
REV-000321,ORD-20251230-591382,CUST-10109,REST-DEL-001,Average experience. Butter Naan  Paneer Butter Masala  Chole Bhature  and Dal Makhani were fine but Butter Naan was a bit bland. Room for improvement.,3,2026-01-06T12:16:02.930309
REV-000401,ORD-20260104-237755,CUST-10006,REST-DEL-002,Hands down the best Palak Paneer I've ever had! Palak Paneer were all prepared beautifully. Fresh and flavorful!,5,2026-01-06T13:45:29.930309
REV-000335,ORD-20251231-372164,CUST-10456,REST-BLR-001,Wow! Just wow! Fish Curry  Paneer Butter Masala  Palak Paneer  Vegetable Biryani  and Mango Lassi were all fantastic. Fish Curry was particularly memorable. Can't wait to order again!,5,2026-01-06T14:51:59.930309
REV-000370,ORD-20260102-410796,CUST-10524,REST-DEL-002,Wow! Just wow! Garlic Naan  Lamb Rogan Josh  and Vegetable Biryani were all fantastic. Lamb Rogan Josh was particularly memorable. Can't wait to order again!,5,2026-01-06T17:05:00.930309
REV-000390,ORD-20260103-545232,CUST-10807,REST-BLR-001,Hands down the best Gajar Halwa I've ever had! Gajar Halwa  Sweet Lassi  Kulfi  and Chicken Seekh Kebab were all prepared beautifully. Fresh and flavorful!,5,2026-01-06T17:17:16.930309
REV-000391,ORD-20260103-859084,CUST-10631,REST-DEL-001,It was okay. Samosa (2 pcs)  Chicken Tikka Masala  Chicken 65  Palak Paneer  and Sweet Lassi arrived lukewarm. Samosa (2 pcs) tasted fine but could be better.,3,2026-01-06T17:28:47.930309
REV-000411,ORD-20260104-546623,CUST-10142,REST-BLR-001,Wow! Just wow! Gajar Halwa were all fantastic. Gajar Halwa was particularly memorable. Can't wait to order again!,5,2026-01-06T21:57:14.930309
